fecha_analisis,fixture_id,partido,competicion,mercado,lado,odds,modelo_prob,implied_prob,edge,ev_pct,metodo,resultado
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Tiros Aldosivi O/U 8.5,Over/Si,1.44,89.9%,64.5%,+25.4%,+29.5,v2,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Tiros Aldosivi O/U 9.5,Over/Si,1.72,78.9%,53.8%,+25.1%,+35.6,v2,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Tiros Aldosivi O/U 7.5,Over/Si,1.28,95.9%,73.2%,+22.7%,+22.8,v2,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles Belgrano Cordoba O/U 1.5,Under/No,1.73,76.1%,53.6%,+22.5%,+31.6,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles tot. O/U 1.5,Under/No,2.50,59.4%,37.5%,+21.9%,+48.5,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles tot. O/U 2.5,Under/No,1.50,83.5%,62.5%,+21.0%,+25.2,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco tot. O/U 8.5,Under/No,1.61,86.4%,66.9%,+19.5%,+39.1,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco tot. O/U 6.5,Under/No,2.10,63.2%,44.1%,+19.0%,+32.7,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco tot. O/U 7.5,Under/No,1.61,76.7%,57.7%,+18.9%,+23.5,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Tiros Aldosivi O/U 10.5,Over/Si,2.10,63.0%,44.1%,+18.8%,+32.3,v2,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco tot. O/U 5.5,Under/No,3.25,47.1%,29.0%,+18.1%,+53.1,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles Belgrano Cordoba O/U 0.5,Under/No,4.00,39.5%,23.4%,+16.1%,+57.9,v2,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Belgrano Cordoba O/U 4.5,Under/No,1.66,71.4%,55.9%,+15.6%,+18.6,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco tot. O/U 9.5,Under/No,1.33,92.7%,77.2%,+15.5%,+23.3,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,BTTS,Under/No,1.50,77.5%,62.5%,+15.0%,+16.3,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles Belgrano Cordoba O/U 2.5,Under/No,1.20,93.2%,78.3%,+14.9%,+11.8,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Belgrano Cordoba O/U 5.5,Under/No,1.33,85.0%,71.0%,+14.0%,+13.0,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles tot. O/U 3.5,Under/No,1.17,94.7%,81.0%,+13.6%,+10.7,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Belgrano Cordoba O/U 3.5,Under/No,2.37,52.4%,39.2%,+13.2%,+24.2,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Aldosivi O/U 3.5,Under/No,1.36,80.4%,68.8%,+11.6%,+9.3,v2,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles tot. O/U 0.5,Under/No,7.00,24.9%,13.6%,+11.3%,+74.2,v2,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Aldosivi O/U 4.5,Under/No,1.14,91.9%,81.4%,+10.4%,+4.7,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Aldosivi O/U 2.5,Under/No,1.83,60.1%,50.0%,+10.1%,+10.0,v2,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,1X2 -> Empate,,3.50,36.8%,27.0%,+9.8%,+28.9,v2,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles Aldosivi O/U 0.5,Under/No,1.73,62.9%,53.6%,+9.3%,+8.9,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Tiros Aldosivi O/U 11.5,Over/Si,2.62,44.6%,35.5%,+9.1%,+16.8,v2,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Belgrano Cordoba O/U 2.5,Under/No,4.00,31.0%,23.4%,+7.6%,+24.0,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles tot. O/U 4.5,Under/No,1.05,98.6%,91.3%,+7.3%,+3.5,v2,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Aldosivi O/U 1.5,Under/No,3.40,33.5%,27.7%,+5.9%,+14.0,v2,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles Aldosivi O/U 1.5,Under/No,1.10,92.0%,86.4%,+5.6%,+1.3,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles tot. O/U 1.5,Under/No,2.10,83.6%,44.1%,+39.5%,+75.7,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Instituto Cordoba O/U 0.5,Under/No,2.25,74.1%,41.1%,+33.0%,+66.8,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Instituto Cordoba O/U 4.5,Under/No,2.00,76.3%,46.2%,+30.0%,+52.6,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles tot. O/U 0.5,Under/No,5.00,48.6%,18.8%,+29.8%,+143.2,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Instituto Cordoba O/U 3.5,Under/No,3.25,57.8%,29.0%,+28.8%,+88.0,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,BTTS,Under/No,1.50,91.1%,62.5%,+28.6%,+36.6,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Instituto Cordoba O/U 5.5,Under/No,1.53,88.4%,60.8%,+27.6%,+35.2,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 12.5,Under/No,1.61,84.1%,57.7%,+26.4%,+35.5,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Deportivo Riestra O/U 0.5,Under/No,2.37,65.6%,39.2%,+26.4%,+55.4,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 13.5,Under/No,1.40,91.1%,66.3%,+24.8%,+27.5,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles tot. O/U 2.5,Under/No,1.33,96.4%,71.9%,+24.5%,+28.2,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 11.5,Under/No,1.83,74.4%,50.0%,+24.4%,+36.1,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 10.5,Under/No,2.37,62.3%,39.2%,+23.1%,+47.6,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 14.5,Under/No,1.28,95.4%,73.2%,+22.2%,+22.1,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,1X2 -> Empate,,2.70,55.0%,34.9%,+20.1%,+48.5,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Instituto Cordoba O/U 6.5,Under/No,1.25,94.9%,75.0%,+19.9%,+18.6,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Instituto Cordoba O/U 1.5,Under/No,1.22,96.3%,76.6%,+19.7%,+17.5,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 15.5,Under/No,1.20,97.9%,78.3%,+19.6%,+17.5,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Instituto Cordoba O/U 2.5,Under/No,5.50,35.7%,16.9%,+18.8%,+96.5,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Deportivo Riestra O/U 1.5,Under/No,1.25,93.2%,75.0%,+18.2%,+16.6,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 9.5,Under/No,3.00,48.8%,31.2%,+17.6%,+46.4,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 23.5,Under/No,1.80,68.7%,51.4%,+17.4%,+23.7,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 21.5,Under/No,2.50,54.3%,37.5%,+16.8%,+35.8,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 16.5,Under/No,1.12,99.1%,83.1%,+16.0%,+11.0,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 8.5,Under/No,1.83,65.4%,50.0%,+15.4%,+19.7,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 25.5,Under/No,1.40,80.8%,66.3%,+14.6%,+13.2,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 19.5,Under/No,3.75,39.5%,25.0%,+14.5%,+47.9,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 9.5,Under/No,1.50,76.9%,62.5%,+14.4%,+15.4,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 7.5,Under/No,2.50,51.5%,37.5%,+14.0%,+28.7,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Deportivo Riestra O/U 2.5,Over/Si,1.40,79.8%,66.3%,+13.5%,+11.7,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles tot. O/U 3.5,Under/No,1.10,99.4%,86.4%,+12.9%,+9.3,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Deportivo Riestra O/U 3.5,Over/Si,1.90,61.5%,48.6%,+12.8%,+16.8,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 10.5,Under/No,1.28,85.8%,73.2%,+12.5%,+9.8,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 8.5,Under/No,4.00,35.4%,23.4%,+12.0%,+41.5,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 17.5,Under/No,6.50,25.7%,14.5%,+11.2%,+67.1,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 27.5,Under/No,1.20,89.4%,78.3%,+11.1%,+7.3,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Deportivo Riestra O/U 4.5,Over/Si,3.00,42.1%,31.2%,+10.9%,+26.4,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 11.5,Under/No,1.14,91.8%,81.4%,+10.3%,+4.6,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 6.5,Under/No,3.50,36.9%,26.8%,+10.2%,+29.3,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Deportivo Riestra O/U 1.5,Over/Si,1.12,92.6%,83.1%,+9.6%,+3.7,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Deportivo Riestra O/U 2.5,Under/No,1.05,99.1%,91.3%,+7.8%,+4.1,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Instituto Cordoba O/U 2.5,Under/No,1.04,99.6%,92.6%,+7.0%,+3.6,v2,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 7.5,Under/No,5.50,23.5%,16.9%,+6.6%,+29.1,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 5.5,Under/No,5.50,23.4%,16.9%,+6.5%,+28.6,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Deportivo Riestra O/U 5.5,Over/Si,4.50,25.6%,20.5%,+5.1%,+15.1,v2,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles tot. O/U 4.5,Under/No,1.02,99.9%,94.9%,+5.0%,+1.9,v2,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 5.5,Over/Si,2.60,65.9%,35.6%,+30.3%,+71.4,v2,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 4.5,Over/Si,1.83,79.6%,50.0%,+29.6%,+45.8,v2,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 6.5,Over/Si,4.00,50.4%,23.4%,+27.1%,+101.8,v2,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 3.5,Over/Si,1.40,90.1%,66.3%,+23.9%,+26.2,v2,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 7.5,Over/Si,6.00,35.5%,15.6%,+19.9%,+112.9,v2,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners tot. O/U 8.5,Over/Si,1.72,73.1%,53.8%,+19.4%,+25.8,v2,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners tot. O/U 9.5,Over/Si,2.20,61.5%,42.3%,+19.3%,+35.3,v2,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners tot. O/U 10.5,Over/Si,3.00,49.2%,31.2%,+18.0%,+47.6,v2,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners tot. O/U 7.5,Over/Si,1.40,83.0%,66.3%,+16.8%,+16.3,v2,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 2.5,Over/Si,1.16,96.3%,80.4%,+16.0%,+11.7,v2,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners tot. O/U 11.5,Over/Si,4.33,37.4%,21.7%,+15.7%,+61.9,v2,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners tot. O/U 6.5,Over/Si,1.22,90.5%,76.6%,+13.9%,+10.4,v2,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 8.5,Over/Si,10.00,23.1%,9.5%,+13.6%,+130.8,v2,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners tot. O/U 12.5,Over/Si,6.50,26.8%,14.6%,+12.2%,+74.2,v2,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners tot. O/U 5.5,Over/Si,1.10,95.4%,86.4%,+8.9%,+4.9,v2,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners tot. O/U 13.5,Over/Si,10.00,18.4%,10.0%,+8.4%,+83.6,v2,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 1.5,Over/Si,1.04,99.0%,91.4%,+7.7%,+3.0,v2,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 9.5,Over/Si,15.00,13.9%,6.4%,+7.5%,+109.0,v2,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Deportivo Riestra O/U 5.5,Under/No,1.28,79.8%,72.6%,+7.2%,+2.2,v2,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Deportivo Riestra O/U 6.5,Under/No,1.12,89.7%,83.1%,+6.6%,+0.5,v2,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Deportivo Riestra O/U 7.5,Under/No,1.05,95.3%,89.5%,+5.8%,+0.6,v2,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Deportivo Riestra O/U 4.5,Under/No,1.57,64.6%,58.9%,+5.7%,+1.5,v2,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners tot. O/U 4.5,Over/Si,1.04,98.1%,92.6%,+5.5%,+2.0,v2,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Deportivo Riestra O/U 8.5,Under/No,1.03,98.1%,93.6%,+4.5%,+1.0,v2,W
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Corners Atletico Madrid O/U 4.5,Under/No,1.83,76.1%,50.0%,+26.1%,+39.3,v2,L
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Corners tot. O/U 9.5,Under/No,1.80,78.7%,52.6%,+26.1%,+41.7,v2,L
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles tot. O/U 2.5,Under/No,1.73,73.0%,54.8%,+18.1%,+26.2,v2,L
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,BTTS,Under/No,1.95,64.7%,48.0%,+16.7%,+26.2,v2,L
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles Sevilla O/U 1.5,Under/No,1.50,78.9%,62.5%,+16.4%,+18.4,v2,L
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles tot. O/U 1.5,Under/No,3.20,46.1%,29.8%,+16.3%,+47.5,v2,L
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles Sevilla O/U 0.5,Under/No,3.40,42.4%,27.7%,+14.8%,+44.3,v2,L
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles tot. O/U 3.5,Under/No,1.25,89.1%,76.2%,+12.9%,+11.3,v2,W
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Corners Sevilla O/U 4.5,Under/No,1.83,61.1%,50.0%,+11.1%,+11.8,v2,L
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles Sevilla O/U 2.5,Under/No,1.12,94.4%,84.3%,+10.2%,+5.8,v2,W
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles tot. O/U 4.5,Under/No,1.08,96.3%,88.1%,+8.2%,+4.0,v2,W
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Arco tot. O/U 8.5,Over/Si,2.00,54.0%,46.4%,+7.6%,+8.0,v2,L
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles Atletico Madrid O/U 1.5,Under/No,1.36,75.4%,68.8%,+6.6%,+2.5,v2,W
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles Atletico Madrid O/U 0.5,Under/No,2.75,38.7%,33.7%,+4.9%,+6.3,v2,L
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles Atletico Madrid O/U 2.5,Under/No,1.08,92.9%,88.1%,+4.8%,+0.3,v2,W
2026-04-10 22:52,1391128,Sevilla vs Atletico Madrid,La Liga,Goles tot. O/U 0.5,Under/No,8.00,16.4%,11.9%,+4.5%,+31.0,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Arco Estudiantes L.P. O/U 5.5,Over/Si,3.25,71.3%,29.0%,+42.2%,+131.6,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Arco Estudiantes L.P. O/U 4.5,Over/Si,2.10,83.7%,44.1%,+39.6%,+75.8,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Corners Estudiantes L.P. O/U 6.5,Over/Si,3.40,63.9%,31.6%,+32.3%,+117.1,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Arco Estudiantes L.P. O/U 3.5,Over/Si,1.53,92.3%,60.8%,+31.6%,+41.3,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Corners Estudiantes L.P. O/U 5.5,Over/Si,2.30,77.1%,46.5%,+30.6%,+77.4,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Corners tot. O/U 10.5,Over/Si,3.00,64.3%,34.9%,+29.4%,+93.0,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Corners tot. O/U 11.5,Over/Si,4.00,52.8%,25.4%,+27.5%,+111.3,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Corners tot. O/U 9.5,Over/Si,2.20,75.0%,47.6%,+27.4%,+65.0,v2,W
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Tiros Estudiantes L.P. O/U 13.5,Over/Si,2.00,72.2%,46.2%,+26.0%,+44.4,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Arco tot. O/U 8.5,Over/Si,2.20,67.8%,42.3%,+25.6%,+49.2,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Tiros Estudiantes L.P. O/U 12.5,Over/Si,1.72,79.3%,53.8%,+25.5%,+36.4,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Corners tot. O/U 12.5,Over/Si,6.00,41.4%,16.9%,+24.5%,+148.6,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Arco tot. O/U 9.5,Over/Si,3.00,55.4%,31.2%,+24.2%,+66.2,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,1X2 -> Estudiantes L.P. gana,,2.70,59.2%,35.2%,+24.0%,+59.7,v2,W
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Corners Estudiantes L.P. O/U 4.5,Over/Si,1.72,87.7%,64.3%,+23.3%,+50.8,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Arco tot. O/U 7.5,Over/Si,1.66,78.9%,55.9%,+23.0%,+30.9,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Tiros Estudiantes L.P. O/U 11.5,Over/Si,1.50,85.2%,62.5%,+22.7%,+27.8,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Corners tot. O/U 8.5,Over/Si,1.72,84.0%,61.5%,+22.4%,+44.4,v2,W
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Arco tot. O/U 10.5,Over/Si,4.33,42.9%,21.7%,+21.2%,+85.6,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Arco Estudiantes L.P. O/U 2.5,Over/Si,1.22,97.2%,76.6%,+20.6%,+18.6,v2,W
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Arco tot. O/U 6.5,Over/Si,1.36,87.6%,68.8%,+18.8%,+19.1,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Goles Union Santa Fe O/U 1.5,Under/No,2.62,74.1%,56.5%,+17.6%,+94.1,v2,W
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Tiros Estudiantes L.P. O/U 10.5,Over/Si,1.30,89.9%,72.3%,+17.6%,+16.9,v2,W
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Goles Estudiantes L.P. O/U 2.5,Over/Si,9.00,30.3%,13.1%,+17.1%,+172.4,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Arco tot. O/U 11.5,Over/Si,6.50,31.4%,14.5%,+16.9%,+104.2,v2,L
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Corners tot. O/U 7.5,Over/Si,1.40,90.7%,74.1%,+16.6%,+27.0,v2,W
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Arco Union Santa Fe O/U 4.5,Under/No,1.40,81.7%,66.3%,+15.5%,+14.4,v2,W
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Tiros Estudiantes L.P. O/U 9.5,Over/Si,1.20,93.4%,78.3%,+15.1%,+12.1,v2,W
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Arco Union Santa Fe O/U 3.5,Under/No,1.83,65.0%,50.0%,+15.0%,+19.0,v2,W
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Arco tot. O/U 5.5,Over/Si,1.16,93.6%,79.5%,+14.1%,+8.6,v2,L
