fecha_analisis,fixture_id,partido,competicion,mercado,lado,odds,modelo_prob,implied_prob,edge,ev_pct,metodo,categoria,alcance,resultado,odds_close,clv_pct,fecha_cierre
2026-04-13 23:21,1535162,Palestino vs Atletico Torque,"('Copa Sudamericana', True)",1X2 -> Atletico Torque gana,,3.50,0.4081,0.2711,0.1370,0.4282,v3,1X2,Total,W,,,
2026-04-13 23:21,1535162,Palestino vs Atletico Torque,"('Copa Sudamericana', True)",Goles Atletico Torque O/U 0.5,Over/Si,1.40,0.7571,0.6627,0.0945,0.0600,v3,Goles,Visitante,W,,,
2026-04-13 23:21,1535162,Palestino vs Atletico Torque,"('Copa Sudamericana', True)",Goles Palestino O/U 1.5,Under/No,1.67,0.6479,0.5570,0.0908,0.0819,v3,Goles,Local,W,,,
2026-04-13 23:21,1535162,Palestino vs Atletico Torque,"('Copa Sudamericana', True)",Goles Palestino O/U 2.5,Under/No,1.18,0.8714,0.7923,0.0792,0.0283,v3,Goles,Local,W,,,
2026-04-13 23:21,1535162,Palestino vs Atletico Torque,"('Copa Sudamericana', True)",Goles Atletico Torque O/U 1.5,Over/Si,2.75,0.4135,0.3373,0.0761,0.1370,v3,Goles,Visitante,W,,,
2026-04-13 23:21,1535162,Palestino vs Atletico Torque,"('Copa Sudamericana', True)",Goles Palestino O/U 0.5,Under/No,4.00,0.2863,0.2337,0.0526,0.1453,v3,Goles,Local,W,,,
2026-04-13 23:21,1535162,Palestino vs Atletico Torque,"('Copa Sudamericana', True)",Goles Atletico Torque O/U 2.5,Over/Si,8.00,0.1703,0.1189,0.0514,0.3626,v3,Goles,Visitante,L,,,
2026-04-13 23:21,1535162,Palestino vs Atletico Torque,"('Copa Sudamericana', True)",Corners Atletico Torque O/U 4.5,Over/Si,2.00,0.5094,0.4638,0.0456,0.0187,v3,Corners,Visitante,L,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Goles Racing Club O/U 1.5,Under/No,1.73,0.8021,0.5362,0.2659,0.3877,v3,Goles,Local,L,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Goles tot. O/U 1.5,Under/No,3.40,0.5290,0.2766,0.2524,0.7987,v3,Goles,Total,L,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Goles tot. O/U 2.5,Under/No,1.75,0.7846,0.5395,0.2451,0.3731,v3,Goles,Total,L,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Goles Racing Club O/U 0.5,Under/No,4.33,0.4412,0.2170,0.2242,0.9104,v3,Goles,Local,L,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",BTTS,Under/No,1.83,0.7004,0.5000,0.2004,0.2818,v3,BTTS,Total,L,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Goles tot. O/U 3.5,Under/No,1.28,0.9222,0.7322,0.1900,0.1805,v3,Goles,Total,L,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Arco Botafogo O/U 2.5,Over/Si,1.61,0.7491,0.5767,0.1724,0.2097,v3,Arco,Visitante,W,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Goles Racing Club O/U 2.5,Under/No,1.20,0.9496,0.7830,0.1666,0.1395,v3,Goles,Local,W,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Arco Racing Club O/U 4.5,Under/No,1.67,0.7218,0.5576,0.1642,0.2025,v3,Arco,Local,L,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Tiros tot. O/U 22.5,Over/Si,1.83,0.6421,0.5000,0.1421,0.1770,v3,Tiros,Total,W,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Corners Botafogo O/U 3.5,Under/No,1.80,0.6351,0.5147,0.1204,0.1432,v3,Corners,Visitante,L,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Tiros Racing Club O/U 14.5,Over/Si,1.91,0.6017,0.4853,0.1164,0.1487,v3,Tiros,Local,W,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Goles tot. O/U 4.5,Under/No,1.10,0.9772,0.8642,0.1130,0.0749,v3,Goles,Total,L,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Goles tot. O/U 0.5,Under/No,9.00,0.2049,0.1063,0.0987,0.8443,v3,Goles,Total,L,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Goles Botafogo O/U 1.5,Under/No,1.28,0.8188,0.7322,0.0866,0.0480,v3,Goles,Visitante,L,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",1X2 -> Empate,,3.50,0.3539,0.2706,0.0833,0.2387,v3,1X2,Total,L,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",1X2 -> Botafogo gana,,4.10,0.3086,0.2310,0.0776,0.2653,v3,1X2,Total,W,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Goles Botafogo O/U 0.5,Under/No,2.38,0.4642,0.3913,0.0729,0.1047,v3,Goles,Visitante,L,,,
2026-04-13 23:21,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Goles Botafogo O/U 2.5,Under/No,1.05,0.9563,0.9129,0.0435,0.0041,v3,Goles,Visitante,L,,,
2026-04-13 23:22,1535157,Caracas FC vs Independiente Petrolero,"('Copa Sudamericana', True)",Corners Caracas FC O/U 5.5,Under/No,1.67,0.6482,0.5576,0.0906,0.0799,v3,Corners,Local,W,,,
2026-04-14 11:24,1535262,Club Nacional vs Deportes Tolima,"('Copa Libertadores', True)",Goles Club Nacional O/U 1.5,Under/No,1.67,0.7425,0.5570,0.1854,0.2399,v3,Goles,Local,L,,,
2026-04-14 11:24,1535262,Club Nacional vs Deportes Tolima,"('Copa Libertadores', True)",Corners Deportes Tolima O/U 3.5,Over/Si,2.00,0.6125,0.4638,0.1487,0.2250,v3,Corners,Visitante,L,,,
2026-04-14 11:24,1535262,Club Nacional vs Deportes Tolima,"('Copa Libertadores', True)",Goles Club Nacional O/U 0.5,Under/No,4.00,0.3754,0.2337,0.1417,0.5018,v3,Goles,Local,L,,,
2026-04-14 11:24,1535262,Club Nacional vs Deportes Tolima,"('Copa Libertadores', True)",Goles Club Nacional O/U 2.5,Under/No,1.18,0.9237,0.7923,0.1314,0.0899,v3,Goles,Local,L,,,
2026-04-14 11:24,1535262,Club Nacional vs Deportes Tolima,"('Copa Libertadores', True)",Goles tot. O/U 2.5,Under/No,1.62,0.6967,0.5814,0.1153,0.1286,v3,Goles,Total,L,,,
2026-04-14 11:24,1535262,Club Nacional vs Deportes Tolima,"('Copa Libertadores', True)",1X2 -> Deportes Tolima gana,,4.20,0.3323,0.2255,0.1067,0.3955,v3,1X2,Total,L,,,
2026-04-14 11:24,1535262,Club Nacional vs Deportes Tolima,"('Copa Libertadores', True)",Goles tot. O/U 3.5,Under/No,1.22,0.8707,0.7663,0.1045,0.0623,v3,Goles,Total,L,,,
2026-04-14 11:24,1535262,Club Nacional vs Deportes Tolima,"('Copa Libertadores', True)",Goles tot. O/U 1.5,Under/No,2.75,0.4269,0.3373,0.0895,0.1739,v3,Goles,Total,L,,,
2026-04-14 11:24,1535262,Club Nacional vs Deportes Tolima,"('Copa Libertadores', True)",BTTS,Under/No,1.75,0.6189,0.5333,0.0855,0.0830,v3,BTTS,Total,L,,,
2026-04-14 11:24,1535262,Club Nacional vs Deportes Tolima,"('Copa Libertadores', True)",Goles tot. O/U 4.5,Under/No,1.07,0.9551,0.8937,0.0613,0.0219,v3,Goles,Total,W,,,
2026-04-14 11:24,1535254,Cruzeiro vs U. Catolica,"('Copa Libertadores', True)",Goles Cruzeiro O/U 1.5,Under/No,2.00,0.5661,0.4638,0.1023,0.1321,v3,Goles,Local,W,,,
2026-04-14 11:24,1535254,Cruzeiro vs U. Catolica,"('Copa Libertadores', True)",Goles Cruzeiro O/U 2.5,Under/No,1.30,0.8163,0.7234,0.0929,0.0612,v3,Goles,Local,W,,,
2026-04-14 11:24,1535254,Cruzeiro vs U. Catolica,"('Copa Libertadores', True)",Goles tot. O/U 2.5,Under/No,1.75,0.6090,0.5395,0.0695,0.0657,v3,Goles,Total,L,,,
2026-04-14 11:24,1535254,Cruzeiro vs U. Catolica,"('Copa Libertadores', True)",Goles Cruzeiro O/U 0.5,Under/No,5.50,0.2306,0.1717,0.0589,0.2684,v3,Goles,Local,L,,,
2026-04-14 11:24,1535254,Cruzeiro vs U. Catolica,"('Copa Libertadores', True)",Goles tot. O/U 3.5,Under/No,1.25,0.8083,0.7500,0.0583,0.0103,v3,Goles,Total,W,,,
2026-04-14 11:24,1535254,Cruzeiro vs U. Catolica,"('Copa Libertadores', True)",Goles tot. O/U 1.5,Under/No,3.25,0.3415,0.2904,0.0511,0.1097,v3,Goles,Total,L,,,
2026-04-14 11:24,1535254,Cruzeiro vs U. Catolica,"('Copa Libertadores', True)",1X2 -> U. Catolica gana,,6.25,0.2000,0.1513,0.0487,0.2498,v3,1X2,Total,W,,,
2026-04-14 11:24,1535254,Cruzeiro vs U. Catolica,"('Copa Libertadores', True)",1X2 -> Empate,,4.33,0.2642,0.2184,0.0458,0.1440,v3,1X2,Total,L,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",Goles Santos O/U 2.5,Under/No,1.91,0.8383,0.4852,0.3531,0.6012,v3,Goles,Local,W,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",Goles Santos O/U 1.5,Under/No,3.75,0.5993,0.2500,0.3493,1.2473,v3,Goles,Local,W,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",Corners Deportivo Recoleta O/U 2.5,Over/Si,2.00,0.7914,0.4638,0.3276,0.5829,v3,Corners,Visitante,L,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",Goles tot. O/U 2.5,Under/No,2.70,0.6060,0.3478,0.2581,0.6361,v3,Goles,Total,W,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",Goles tot. O/U 3.5,Under/No,1.67,0.8085,0.5570,0.2515,0.3503,v3,Goles,Total,W,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",Goles Deportivo Recoleta O/U 0.5,Over/Si,2.50,0.5852,0.3750,0.2102,0.4630,v3,Goles,Visitante,W,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",1X2 -> Deportivo Recoleta gana,,21.00,0.2395,0.0445,0.1950,4.0289,v3,1X2,Total,L,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",Goles Santos O/U 0.5,Under/No,13.00,0.2526,0.0741,0.1786,2.2843,v3,Goles,Local,L,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",1X2 -> Empate,,9.50,0.2754,0.0983,0.1770,1.6160,v3,1X2,Total,W,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",Goles tot. O/U 4.5,Under/No,1.25,0.9212,0.7500,0.1712,0.1514,v3,Goles,Total,W,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",Goles tot. O/U 1.5,Under/No,5.50,0.3403,0.1717,0.1686,0.8715,v3,Goles,Total,L,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",Goles Deportivo Recoleta O/U 1.5,Over/Si,11.00,0.2188,0.0871,0.1317,1.4070,v3,Goles,Visitante,L,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",Corners Santos O/U 6.5,Under/No,1.73,0.6577,0.5362,0.1215,0.1378,v3,Corners,Local,W,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",Arco tot. O/U 8.5,Under/No,2.00,0.5635,0.4638,0.0997,0.1271,v3,Arco,Total,W,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",BTTS,Over/Si,2.62,0.4379,0.3547,0.0832,0.1472,v3,BTTS,Total,W,,,
2026-04-14 11:25,1535166,Santos vs Deportivo Recoleta,"('Copa Sudamericana', True)",Goles tot. O/U 0.5,Under/No,19.00,0.1053,0.0509,0.0544,1.0009,v3,Goles,Total,L,,,
2026-04-14 12:28,1534912,Liverpool vs Paris Saint Germain,"('Champions League', True)",Tarjetas tot. O/U 3.5,Under/No,2.10,0.8306,0.4430,0.3877,0.7443,v3,Tarjetas,Total,W,,,
2026-04-14 12:28,1534910,Atletico Madrid vs Barcelona,"('Champions League', True)",Tarjetas tot. O/U 5.5,Under/No,2.02,0.7194,0.4671,0.2523,0.4568,v3,Tarjetas,Total,W,,,
2026-04-14 12:28,1534571,Arsenal vs Sporting CP,"('Champions League', True)",Tarjetas tot. O/U 4.5,Under/No,1.62,0.7168,0.5759,0.1409,0.1612,v3,Tarjetas,Total,W,,,
2026-04-14 12:28,1534571,Arsenal vs Sporting CP,"('Champions League', True)",Tarjetas tot. O/U 3.5,Under/No,2.10,0.5263,0.4430,0.0833,0.1052,v3,Tarjetas,Total,W,,,
2026-04-14 12:28,1534911,Bayern München vs Real Madrid,"('Champions League', True)",Tarjetas tot. O/U 4.5,Under/No,1.67,0.7243,0.5570,0.1673,0.2095,v3,Tarjetas,Total,L,,,
2026-04-14 12:28,1534911,Bayern München vs Real Madrid,"('Champions League', True)",Tarjetas tot. O/U 3.5,Under/No,2.00,0.5352,0.4638,0.0714,0.0703,v3,Tarjetas,Total,L,,,
2026-04-14 12:29,1535260,LDU de Quito vs Mirassol,"('Copa Libertadores', True)",Tarjetas tot. O/U 4.5,Over/Si,1.85,0.5632,0.5132,0.0500,0.0419,v3,Tarjetas,Total,W,,,
2026-04-14 12:29,1535254,Cruzeiro vs U. Catolica,"('Copa Libertadores', True)",Tarjetas tot. O/U 5.5,Under/No,1.85,0.6756,0.5132,0.1625,0.2499,v3,Tarjetas,Total,L,,,
2026-04-14 12:29,1535254,Cruzeiro vs U. Catolica,"('Copa Libertadores', True)",Tarjetas tot. O/U 4.5,Under/No,2.20,0.5032,0.4241,0.0792,0.1072,v3,Tarjetas,Total,L,,,
2026-04-14 12:29,1535159,Gremio vs Deportivo Riestra,"('Copa Sudamericana', True)",Tarjetas tot. O/U 4.5,Over/Si,1.73,0.7266,0.5362,0.1904,0.2570,v3,Tarjetas,Total,W,,,
2026-04-14 12:29,1535159,Gremio vs Deportivo Riestra,"('Copa Sudamericana', True)",Tarjetas tot. O/U 5.5,Over/Si,2.02,0.5685,0.4938,0.0747,0.1512,v3,Tarjetas,Total,W,,,
2026-04-14 12:30,1535163,Racing Club vs Botafogo,"('Copa Sudamericana', True)",Tarjetas tot. O/U 4.5,Over/Si,1.67,0.6480,0.5570,0.0910,0.0822,v3,Tarjetas,Total,W,,,
2026-04-14 18:08,1503687,Gimnasia M. vs Gimnasia Y Tiro,"('Copa Argentina', True)",Goles tot. O/U 2.5,Over/Si,2.75,0.4893,0.3373,0.1519,0.3455,v3,Goles,Total,,,,
2026-04-14 18:08,1503687,Gimnasia M. vs Gimnasia Y Tiro,"('Copa Argentina', True)",Goles Gimnasia Y Tiro O/U 0.5,Over/Si,1.67,0.7078,0.5570,0.1508,0.1821,v3,Goles,Visitante,,,,
2026-04-14 18:08,1503687,Gimnasia M. vs Gimnasia Y Tiro,"('Copa Argentina', True)",Goles tot. O/U 1.5,Over/Si,1.57,0.7385,0.5890,0.1495,0.1594,v3,Goles,Total,,,,
2026-04-14 18:08,1503687,Gimnasia M. vs Gimnasia Y Tiro,"('Copa Argentina', True)",BTTS,Over/Si,2.38,0.5327,0.3913,0.1414,0.2679,v3,BTTS,Total,,,,
2026-04-14 18:08,1503687,Gimnasia M. vs Gimnasia Y Tiro,"('Copa Argentina', True)",Goles Gimnasia Y Tiro O/U 1.5,Over/Si,4.33,0.3468,0.2170,0.1298,0.5015,v3,Goles,Visitante,,,,
2026-04-14 18:08,1503687,Gimnasia M. vs Gimnasia Y Tiro,"('Copa Argentina', True)",Goles tot. O/U 3.5,Over/Si,5.50,0.2696,0.1692,0.1004,0.4826,v3,Goles,Total,,,,
2026-04-14 18:08,1503687,Gimnasia M. vs Gimnasia Y Tiro,"('Copa Argentina', True)",Goles tot. O/U 0.5,Over/Si,1.12,0.9289,0.8308,0.0981,0.0404,v3,Goles,Total,,,,
2026-04-14 18:08,1503687,Gimnasia M. vs Gimnasia Y Tiro,"('Copa Argentina', True)",Goles Gimnasia M. O/U 0.5,Over/Si,1.40,0.7538,0.6627,0.0912,0.0554,v3,Goles,Local,,,,
2026-04-14 18:08,1503687,Gimnasia M. vs Gimnasia Y Tiro,"('Copa Argentina', True)",1X2 -> Gimnasia Y Tiro gana,,3.50,0.3291,0.2548,0.0743,0.1520,v3,1X2,Total,,,,
2026-04-14 18:08,1503687,Gimnasia M. vs Gimnasia Y Tiro,"('Copa Argentina', True)",Goles Gimnasia M. O/U 1.5,Over/Si,2.75,0.4094,0.3373,0.0721,0.1259,v3,Goles,Local,,,,
2026-04-15 08:31,1535338,Celta Vigo vs SC Freiburg,"('Europa League', True)",Tarjetas tot. O/U 4.5,Under/No,1.67,0.7507,0.5570,0.1937,0.2537,v3,Tarjetas,Total,L,,,
2026-04-15 08:31,1535338,Celta Vigo vs SC Freiburg,"('Europa League', True)",Arco tot. O/U 9.5,Under/No,1.73,0.6718,0.5362,0.1356,0.1622,v3,Arco,Total,W,,,
2026-04-15 08:31,1535338,Celta Vigo vs SC Freiburg,"('Europa League', True)",1X2 -> SC Freiburg gana,,4.10,0.2704,0.2296,0.0408,0.1087,v3,1X2,Total,W,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",Goles Nottingham Forest O/U 1.5,Under/No,1.53,0.8629,0.6087,0.2542,0.3202,v3,Goles,Local,W,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",Goles Nottingham Forest O/U 0.5,Under/No,3.40,0.5254,0.2766,0.2488,0.7863,v3,Goles,Local,L,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",1X2 -> FC Porto gana,,3.30,0.4924,0.2885,0.2039,0.6249,v3,1X2,Total,L,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",Arco Nottingham Forest O/U 4.5,Under/No,2.10,0.6258,0.4424,0.1834,0.3141,v3,Arco,Local,L,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",Tiros Nottingham Forest O/U 12.5,Over/Si,1.80,0.6843,0.5147,0.1696,0.2317,v3,Tiros,Local,W,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",BTTS,Under/No,1.80,0.6690,0.5200,0.1490,0.2042,v3,BTTS,Total,W,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",Tiros tot. O/U 24.5,Over/Si,1.80,0.6522,0.5147,0.1375,0.1739,v3,Tiros,Total,W,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",Goles tot. O/U 1.5,Under/No,3.00,0.4530,0.3182,0.1349,0.3591,v3,Goles,Total,W,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",Goles tot. O/U 2.5,Under/No,1.62,0.7208,0.5867,0.1341,0.1678,v3,Goles,Total,W,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",Goles Nottingham Forest O/U 2.5,Under/No,1.12,0.9724,0.8427,0.1297,0.0891,v3,Goles,Local,W,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",Goles tot. O/U 3.5,Under/No,1.22,0.8843,0.7802,0.1042,0.0789,v3,Goles,Total,W,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",Arco tot. O/U 9.5,Under/No,1.83,0.5915,0.5000,0.0915,0.0825,v3,Arco,Total,W,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",Tiros FC Porto O/U 11.5,Over/Si,1.83,0.5830,0.5000,0.0830,0.0686,v3,Tiros,Visitante,L,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",Goles FC Porto O/U 0.5,Over/Si,1.50,0.6968,0.6250,0.0718,0.0452,v3,Goles,Visitante,L,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",Arco FC Porto O/U 4.5,Over/Si,1.91,0.5516,0.4853,0.0663,0.0530,v3,Arco,Visitante,L,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",Goles tot. O/U 4.5,Under/No,1.07,0.9597,0.8937,0.0660,0.0269,v3,Goles,Total,W,,,
2026-04-15 08:31,1535341,Nottingham Forest vs FC Porto,"('Europa League', True)",Goles FC Porto O/U 1.5,Over/Si,3.40,0.3339,0.2766,0.0573,0.1352,v3,Goles,Visitante,L,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",Goles Aston Villa O/U 1.5,Under/No,2.20,0.7117,0.4241,0.2876,0.5657,v3,Goles,Local,L,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",1X2 -> Bologna gana,,5.25,0.4440,0.1788,0.2652,1.3311,v3,1X2,Total,L,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",Goles Aston Villa O/U 2.5,Under/No,1.36,0.9078,0.6881,0.2197,0.2346,v3,Goles,Local,L,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",Goles Aston Villa O/U 0.5,Under/No,6.00,0.3449,0.1573,0.1876,1.0693,v3,Goles,Local,L,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",Goles Bologna O/U 1.5,Over/Si,3.50,0.4050,0.2678,0.1372,0.4175,v3,Goles,Visitante,L,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",Goles Bologna O/U 0.5,Over/Si,1.50,0.7523,0.6250,0.1273,0.1284,v3,Goles,Visitante,L,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",Goles tot. O/U 3.5,Under/No,1.44,0.7682,0.6563,0.1119,0.1062,v3,Goles,Total,L,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",Goles tot. O/U 2.5,Under/No,2.10,0.5545,0.4517,0.1028,0.1644,v3,Goles,Total,L,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",Tarjetas tot. O/U 4.5,Under/No,1.67,0.6572,0.5570,0.1002,0.0975,v3,Tarjetas,Total,W,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",Tiros Bologna O/U 11.5,Over/Si,2.00,0.5569,0.4634,0.0935,0.1138,v3,Tiros,Visitante,L,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",Arco Bologna O/U 3.5,Over/Si,2.00,0.5548,0.4634,0.0914,0.1096,v3,Arco,Visitante,W,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",Goles tot. O/U 4.5,Under/No,1.17,0.8977,0.8104,0.0873,0.0503,v3,Goles,Total,W,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",Arco Aston Villa O/U 4.5,Under/No,1.91,0.5690,0.4853,0.0837,0.0862,v3,Arco,Local,L,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",Goles tot. O/U 1.5,Under/No,4.33,0.2968,0.2198,0.0769,0.2850,v3,Goles,Total,L,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",Goles Bologna O/U 2.5,Over/Si,11.00,0.1634,0.0871,0.0763,0.7973,v3,Goles,Visitante,L,,,
2026-04-15 08:31,1535339,Aston Villa vs Bologna,"('Europa League', True)",BTTS,Under/No,2.00,0.5077,0.4667,0.0410,0.0153,v3,BTTS,Total,W,,,
2026-04-15 08:31,1535340,Real Betis vs SC Braga,"('Europa League', True)",Arco tot. O/U 9.5,Under/No,1.83,0.8981,0.5000,0.3981,0.6434,v3,Arco,Total,L,,,
2026-04-15 08:31,1535340,Real Betis vs SC Braga,"('Europa League', True)",Arco SC Braga O/U 3.5,Under/No,1.83,0.8803,0.5000,0.3803,0.6136,v3,Arco,Visitante,L,,,
2026-04-15 08:31,1535340,Real Betis vs SC Braga,"('Europa League', True)",Arco tot. O/U 8.5,Under/No,2.10,0.8200,0.4430,0.3770,0.7219,v3,Arco,Total,L,,,
2026-04-15 08:31,1535340,Real Betis vs SC Braga,"('Europa League', True)",Tiros Real Betis O/U 16.5,Under/No,1.91,0.8531,0.4853,0.3678,0.6287,v3,Tiros,Local,W,,,
2026-04-15 08:31,1535340,Real Betis vs SC Braga,"('Europa League', True)",Goles tot. O/U 2.5,Under/No,1.91,0.7336,0.5000,0.2336,0.4011,v3,Goles,Total,L,,,
2026-04-15 08:31,1535340,Real Betis vs SC Braga,"('Europa League', True)",BTTS,Under/No,1.95,0.6922,0.4800,0.2122,0.3498,v3,BTTS,Total,L,,,
2026-04-15 08:31,1535340,Real Betis vs SC Braga,"('Europa League', True)",Goles tot. O/U 1.5,Under/No,3.75,0.4649,0.2545,0.2105,0.7435,v3,Goles,Total,L,,,
2026-04-15 08:31,1535340,Real Betis vs SC Braga,"('Europa League', True)",Tiros tot. O/U 26.5,Under/No,1.73,0.7410,0.5366,0.2044,0.2798,v3,Tiros,Total,W,,,
2026-04-15 08:31,1535340,Real Betis vs SC Braga,"('Europa League', True)",Goles tot. O/U 3.5,Under/No,1.36,0.8938,0.7018,0.1920,0.2155,v3,Goles,Total,L,,,
2026-04-15 08:31,1535340,Real Betis vs SC Braga,"('Europa League', True)",Goles SC Braga O/U 0.5,Under/No,2.50,0.5628,0.3750,0.1878,0.4069,v3,Goles,Visitante,L,,,
2026-04-15 08:31,1535340,Real Betis vs SC Braga,"('Europa League', True)",Arco Real Betis O/U 5.5,Under/No,1.67,0.7234,0.5576,0.1658,0.2052,v3,Arco,Local,W,,,
2026-04-15 08:31,1535340,Real Betis vs SC Braga,"('Europa League', True)",Goles Real Betis O/U 1.5,Under/No,1.83,0.6565,0.5000,0.1565,0.2014,v3,Goles,Local,L,,,
2026-04-15 08:31,1535340,Real Betis vs SC Braga,"('Europa League', True)",Goles SC Braga O/U 1.5,Under/No,1.28,0.8864,0.7322,0.1542,0.1346,v3,Goles,Visitante,L,,,
2026-04-15 08:31,1535340,Real Betis vs SC Braga,"('Europa League', True)",Goles Real Betis O/U 2.5,Under/No,1.25,0.8767,0.7500,0.1267,0.0958,v3,Goles,Local,W,,,
2026-04-15 08:31,1535340,Real Betis vs SC Braga,"('Europa League', True)",Goles tot. O/U 4.5,Under/No,1.12,0.9642,0.8427,0.1215,0.0799,v3,Goles,Total,L,,,
